houseID,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1031,450000,3,1.5,1530,23660,1,FALSE,0,3,7,1530,0,1952,0,98155,47.7467,-122.295,1800,11407
1032,550000,4,1.75,2150,9000,1,FALSE,0,4,7,1110,1040,1966,0,98052,47.6812,-122.113,2040,9000
1033,720000,3,1.5,1590,7080,1,FALSE,2,3,8,1310,280,1952,0,98136,47.5244,-122.386,2080,7200
1034,615000,2,1,1540,6872,1,FALSE,0,4,7,820,720,1946,0,98119,47.6454,-122.373,1420,5538
1035,525000,4,1.5,1170,6240,1,FALSE,0,4,6,1170,0,1960,0,98040,47.5495,-122.232,2380,8846
1036,412000,3,1,1000,3844,1,FALSE,0,5,7,900,100,1928,0,98133,47.7031,-122.349,1000,3920
1037,772500,4,1,1720,4410,1.5,FALSE,2,3,7,1720,0,1928,0,98117,47.6791,-122.402,2140,4500
1038,550000,3,2,1830,9152,1,FALSE,0,5,8,1830,0,1959,0,98006,47.5531,-122.181,1770,9220
1039,530000,4,2.25,1980,15086,2,FALSE,0,3,8,1980,0,1981,0,98074,47.647,-122.064,2100,10927
1040,435000,4,2,1960,50112,1,FALSE,0,4,7,1050,910,1963,0,98058,47.4353,-122.084,2340,44967
1041,135000,3,1,1520,8450,1,FALSE,0,2,6,1120,400,1961,0,98023,47.328,-122.337,1320,8450
1042,6.00E+05,4,1.75,1740,7700,1,FALSE,0,5,7,1740,0,1968,0,98008,47.6259,-122.111,1740,8120
1043,2.00E+05,3,2.25,1230,7420,1.5,FALSE,0,5,7,1230,0,1913,0,98002,47.3184,-122.22,1260,7556
1044,290000,2,1,1620,5400,1,FALSE,0,3,6,920,700,1926,0,98125,47.7069,-122.299,1540,7245
1045,344200,4,2.5,2490,5812,2,FALSE,0,3,8,2490,0,2000,0,98042,47.3875,-122.155,2690,6012
1046,515000,3,2.5,2360,11254,1,FALSE,2,3,9,2360,0,1990,0,98003,47.3356,-122.333,2390,11254
1047,515000,4,3.5,3400,5222,2,FALSE,0,3,9,3400,0,2005,0,98038,47.3559,-122,3190,5326
1048,425000,4,1.5,2290,8773,1,FALSE,0,4,7,1330,960,1947,0,98133,47.7173,-122.33,1740,7058
1049,705000,4,2,2060,6000,1,FALSE,1,4,8,1370,690,1954,0,98136,47.5237,-122.383,2060,6600
1050,965000,4,2.5,3420,9575,2,FALSE,0,3,11,3420,0,1994,0,98027,47.5527,-122.095,3310,8192
1051,560000,3,2.5,2280,12498,2,FALSE,0,4,9,2280,0,1987,0,98029,47.5688,-122.014,2330,8844
1052,529000,3,2,1530,3400,1,FALSE,0,3,7,990,540,1907,2014,98112,47.6204,-122.296,1880,4212
1053,756100,4,2,2000,8317,1.5,FALSE,0,4,8,2000,0,1917,0,98126,47.5394,-122.379,1390,6001
1054,240000,3,1,1340,7000,1,FALSE,0,4,7,1340,0,1978,0,98042,47.3742,-122.149,1850,7904
1055,220000,3,1,1050,6300,1,FALSE,0,3,6,1050,0,1942,0,98146,47.5128,-122.374,740,6300
1056,4.00E+05,2,2.5,1410,1281,2,FALSE,0,3,8,1090,320,2008,0,98126,47.5659,-122.37,1410,2550
1057,283450,5,2.75,2770,6116,1,FALSE,0,3,7,1490,1280,1979,0,98168,47.4847,-122.291,1920,6486
1058,NA,4,2.5,2760,6850,2,FALSE,0,3,9,2760,0,1999,0,98056,47.5346,-122.185,2640,9803
1059,4.00E+05,3,1.75,1830,9620,1,FALSE,0,4,8,1830,0,1978,0,98023,47.3123,-122.389,1990,8280
1060,545000,3,2.5,3550,136343,2,FALSE,0,3,10,3550,0,1977,0,98014,47.6223,-121.869,3080,215186
1061,5.00E+05,3,2.5,1940,37565,1,FALSE,0,4,8,1940,0,1987,0,98027,47.4801,-122.063,2560,37565
1062,650000,3,1.75,1940,10245,1,FALSE,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448
1063,645000,3,1,2270,4182,1,FALSE,0,4,7,1170,1100,1946,0,98115,47.688,-122.32,1860,4080
1064,347500,5,3,2230,6551,1,FALSE,0,3,7,1330,900,2014,0,98168,47.487,-122.32,2230,9476
1065,917500,4,2.5,3880,35003,2,FALSE,0,3,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230
1066,275000,3,2.5,2030,6326,2,FALSE,0,3,7,2030,0,1993,0,98038,47.3491,-122.029,1810,6825
1067,216000,3,1.75,1580,9705,1,FALSE,0,4,7,1580,0,1977,0,98042,47.3819,-122.09,1580,9942
1068,565000,3,2.25,1520,1221,3,FALSE,0,3,8,1520,0,2013,0,98107,47.674,-122.377,1550,4750
1069,450000,2,1.5,960,1000,2,FALSE,0,3,8,920,40,2008,0,98103,47.6489,-122.335,1200,1297
1070,449950,4,1.5,1800,10150,1.5,FALSE,0,4,7,1800,0,1958,0,98034,47.7325,-122.242,1630,10660
1071,NA,5,2.25,3480,9200,2,FALSE,0,3,8,3480,0,1979,0,98006,47.5585,-122.153,3130,9200
1072,216500,2,1,710,6960,1,FALSE,0,4,6,710,0,1943,0,98178,47.4886,-122.246,940,7680
1073,855000,4,2,2380,10800,2,FALSE,2,3,8,2380,0,1925,0,98118,47.5682,-122.275,2112,6600
1074,6.00E+05,4,2.5,3010,7953,2,FALSE,0,3,9,3010,0,2000,0,98056,47.522,-122.19,2670,6202
1075,820000,4,2.75,2420,4635,1.5,FALSE,0,5,7,2420,0,1905,0,98103,47.682,-122.347,1590,3150
1076,360000,3,2.5,1530,1131,3,FALSE,0,3,8,1530,0,2009,0,98103,47.6993,-122.346,1530,1509
1077,159995,2,1,1000,5026,1,FALSE,0,5,5,760,240,1915,0,98002,47.297,-122.225,990,5026
1078,405000,5,2.5,2430,4781,2,FALSE,0,3,9,2430,0,2001,0,98058,47.4487,-122.117,2420,4770
1079,645000,4,1.5,2550,4000,1.5,FALSE,0,4,7,1760,790,1926,0,98115,47.6811,-122.318,1840,4000
1080,567500,3,2.5,2080,4556,2,FALSE,0,3,8,2080,0,1999,0,98074,47.6036,-122.014,1530,5606
1081,279000,3,2.5,1660,7388,2,FALSE,0,3,7,1660,0,2003,0,98038,47.3865,-122.027,2240,6228
1082,385000,3,1,1250,7300,1,FALSE,0,4,7,1250,0,1956,0,98008,47.6032,-122.125,1540,7400
1083,212000,3,1,1000,9450,1,FALSE,0,3,6,1000,0,1962,0,98055,47.4562,-122.193,1300,13500
1084,267100,2,2.5,1250,1580,2,FALSE,0,3,7,1030,220,2005,0,98106,47.5243,-122.36,1250,1361
1085,375000,3,1.75,1260,11224,1,FALSE,0,5,7,1260,0,1947,0,98155,47.7444,-122.321,1570,11052
1086,250000,4,2.75,1910,7700,1,FALSE,0,4,7,1000,910,1980,0,98030,47.369,-122.17,1880,7875
1087,410000,2,1.75,870,4000,1,FALSE,0,3,6,870,0,1941,0,98126,47.5657,-122.376,1420,4000
1088,1650000,4,2.75,3190,14904,1,FALSE,3,4,9,1940,1250,1949,1992,98004,47.6178,-122.214,2600,11195
1089,495000,3,1.75,1770,10080,1,FALSE,0,3,8,1770,0,1968,0,98125,47.7218,-122.306,1860,10456
1090,226800,2,1,1240,11393,1,FALSE,0,4,7,1240,0,1960,0,98030,47.3714,-122.207,1660,11393
1091,122000,2,1,860,6000,1,FALSE,0,3,6,860,0,1945,0,98022,47.2109,-121.985,1300,6000
1092,430000,3,2.5,2360,6699,2,FALSE,0,3,7,2360,0,2003,0,98065,47.5317,-121.853,2360,4744
1093,350000,2,1,1430,8157,1.5,FALSE,0,3,7,1150,280,1944,0,98177,47.7256,-122.361,1820,8157
1094,5.00E+05,3,2.5,1650,5683,2,FALSE,0,3,7,1650,0,2003,0,98053,47.683,-122.035,1650,4193
1095,550000,3,2.25,2090,8095,2,FALSE,2,3,10,2090,0,1988,0,98136,47.5287,-122.385,1940,5635
1096,359950,3,2.5,2210,6280,2,FALSE,0,3,8,2210,0,2003,0,98038,47.35,-122.043,2250,5972
1097,725000,3,1.75,1610,8613,1,FALSE,0,5,7,1610,0,1962,0,98033,47.6527,-122.195,2010,8670
1098,560000,3,2.5,2020,11935,1,FALSE,0,4,9,2020,0,1976,0,98052,47.632,-122.092,2410,12350
1099,7.00E+05,4,1,1980,4560,1.5,FALSE,0,3,7,1980,0,1920,0,98103,47.6606,-122.331,1810,3245
1100,489000,4,2.5,2170,4587,2,FALSE,0,3,7,2170,0,2006,0,98065,47.5396,-121.889,2170,5211
1101,335000,4,2.25,2280,7500,1,FALSE,0,4,7,1140,1140,1963,0,98198,47.4182,-122.332,1660,8000
1102,443000,4,1.5,1860,12197,1,FALSE,0,3,7,1860,0,1964,0,98034,47.729,-122.235,1510,11761
1103,295000,1,1,700,2500,1,FALSE,0,4,7,700,0,1907,0,98106,47.5662,-122.364,1340,5000
1104,250000,3,1.75,1770,8868,1,FALSE,0,4,7,1770,0,1959,0,98002,47.3188,-122.212,1630,9706
1105,720500,4,2.5,3350,35298,2,FALSE,0,4,9,3350,0,1985,0,98053,47.6506,-122.036,2620,35604
1106,397500,3,2.5,1470,1256,2,FALSE,0,3,8,930,540,2006,0,98122,47.6033,-122.309,1510,1797
1107,799000,4,2.5,3400,6742,2,FALSE,0,3,9,3400,0,2004,0,98052,47.7067,-122.129,2970,6909
1108,525000,4,1.75,2120,7725,1,FALSE,0,3,8,1220,900,1965,0,98007,47.6003,-122.144,2160,7725
1109,415000,3,1,1630,8146,1,FALSE,0,3,7,1630,0,1952,0,98125,47.7293,-122.29,1480,8146
1110,535000,2,2.5,2730,7246,2,FALSE,0,3,9,2730,0,1998,0,98056,47.512,-122.175,3220,7214
1111,795127,4,3.25,4360,91158,1,FALSE,0,3,10,3360,1000,1993,0,98053,47.6398,-121.985,3540,90940
1112,495000,4,2.25,1940,9144,1,FALSE,0,4,7,1430,510,1956,0,98007,47.5942,-122.135,1460,9437
1113,754842,3,2.5,2930,5641,2,FALSE,0,3,8,2930,0,2013,0,98052,47.71,-122.113,3300,5641
1114,640000,4,2,2360,6000,2,FALSE,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700
1115,725000,3,2.5,2610,7510,2,FALSE,0,3,9,2610,0,1996,0,98052,47.6648,-122.137,2610,8458
1116,306000,4,2.5,2267,3577,2,FALSE,0,3,7,2267,0,2014,0,98092,47.3384,-122.18,2056,3577
1117,248000,4,2.25,2320,8760,1,FALSE,0,4,8,1160,1160,1966,0,98032,47.3627,-122.285,1970,8690
1118,491000,3,2,1660,5070,2,FALSE,3,3,8,1660,0,1950,1990,98108,47.5552,-122.296,2440,6664
1119,635250,3,2.25,2210,22040,1,FALSE,0,5,8,1510,700,1976,0,98004,47.5904,-122.194,2470,14258
1120,422800,3,1.75,1820,8400,1,FALSE,0,3,7,1340,480,1976,0,98072,47.734,-122.17,1900,8112
1121,468000,4,2.5,2150,8165,1,FALSE,0,3,8,1430,720,1957,0,98177,47.773,-122.371,2360,7980
1122,275000,4,2.5,1830,3868,2,FALSE,0,3,7,1830,0,2007,0,98118,47.5186,-122.276,2330,3868
1123,413100,3,2.25,1790,231303,1,FALSE,0,3,7,1250,540,1980,0,98077,47.7558,-122.027,2090,93654
1124,420000,3,1.75,1820,22320,1,FALSE,0,3,7,1250,570,1977,0,98053,47.6441,-121.96,2030,22320
1125,271500,3,1.75,1995,18360,2,FALSE,0,3,7,1995,0,1957,0,98198,47.4129,-122.322,1980,13640
1126,320000,3,2.5,1820,1855,2,FALSE,0,3,8,1570,250,2008,0,98166,47.4643,-122.346,1470,6900
1127,191000,3,1,840,5525,1,FALSE,0,5,6,840,0,1969,0,98042,47.3607,-122.085,920,5330
1128,540000,5,2.5,3100,10189,2,FALSE,0,3,8,3100,0,2002,0,98019,47.738,-121.965,2840,10189
1129,270000,3,1,1830,8209,1,FALSE,0,3,7,1830,0,1942,0,98028,47.7439,-122.228,2150,12000
1130,326000,3,2.5,1782,1577,3,FALSE,0,3,7,1782,0,2000,0,98125,47.7114,-122.301,1550,1744
1131,409000,4,2.75,3230,12651,2,FALSE,0,4,8,3230,0,2002,0,98001,47.3157,-122.251,2550,12081
1132,410000,4,2.25,2060,7283,1,FALSE,0,3,8,1220,840,1963,2013,98155,47.7435,-122.317,1500,8134
1133,549950,4,3.5,3090,10510,1,FALSE,0,3,8,2190,900,1991,0,98034,47.7176,-122.214,2200,7408
1134,874150,4,3.5,3530,14406,2,FALSE,1,3,10,2570,960,1987,0,98034,47.7073,-122.244,3170,15181
1135,513000,5,2,2270,8652,1,FALSE,0,3,7,1150,1120,1965,0,98052,47.6692,-122.151,1950,8050
1136,960000,4,4.5,3720,7746,2,FALSE,0,3,10,3720,0,2014,0,98034,47.7323,-122.165,3080,11067
1137,515000,3,2.5,2600,4506,2,FALSE,0,3,8,2600,0,2003,0,98028,47.7353,-122.222,2600,4658
1138,193500,2,1,950,15996,1,FALSE,0,4,7,950,0,1946,1995,98045,47.4987,-121.787,950,25510
1139,385000,4,1.75,1660,10757,1,FALSE,0,3,7,1000,660,1980,0,98056,47.5071,-122.194,1880,8319
1140,1289990,5,4,4360,8030,2,FALSE,0,3,10,4360,0,2015,0,98075,47.5923,-121.973,3570,6185
1141,339950,4,2.5,2150,4000,2,FALSE,0,3,7,2150,0,2010,0,98038,47.3655,-122.018,1610,4000
1142,308000,3,1.75,1630,11475,1,FALSE,0,4,7,1330,300,1979,0,98045,47.4635,-121.746,1630,11475
1143,285000,3,1.75,1150,6423,1,FALSE,0,3,5,590,560,1927,0,98115,47.6973,-122.297,1150,8367
1144,379500,3,2.25,1830,25641,2,FALSE,0,3,8,1830,0,1989,0,98059,47.4786,-122.112,1500,25641
1145,7.00E+05,3,1,1570,4000,2,FALSE,0,5,8,1570,0,1908,0,98103,47.6575,-122.346,1640,4000
1146,479000,3,2.5,1710,8998,2,FALSE,0,3,8,1710,0,1982,0,98052,47.7236,-122.11,1710,9859
1147,740000,5,3.75,3990,18897,2,FALSE,0,3,8,3090,900,1937,2010,98125,47.7228,-122.31,2080,9793
1148,570000,3,2,1530,5401,1,FALSE,0,4,7,1530,0,1937,0,98115,47.686,-122.304,1640,5467
1149,366750,3,3,1571,2017,3,FALSE,0,3,8,1571,0,2008,0,98125,47.7338,-122.309,1520,1497
1150,459500,2,1,1250,3825,1,FALSE,0,3,7,850,400,1929,0,98117,47.6805,-122.38,1370,4998
1151,2.00E+06,4,3.75,2870,4500,2,FALSE,3,3,10,2510,360,2012,0,98119,47.6291,-122.363,2870,6354
1152,1155000,3,2.5,2490,24691,1,TRUE,4,4,9,1580,910,1961,0,98146,47.488,-122.364,2800,24121
1153,374500,3,2.25,1400,11400,2,FALSE,0,3,8,1400,0,1984,0,98028,47.7428,-122.231,2180,9248
1154,456700,3,1.75,2820,8879,1,FALSE,0,5,7,1540,1280,1920,1957,98146,47.5094,-122.376,1640,7850
1155,727160,7,3.75,2310,5000,2,FALSE,0,3,8,2310,0,1984,0,98117,47.6781,-122.376,1360,1552
1156,NA,3,2.5,2180,5496,2,FALSE,0,3,8,2180,0,1994,0,98029,47.5723,-122.007,2120,5496
1157,1150000,4,4,4460,103382,2,FALSE,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519
1158,650000,3,1.5,1320,8114,1,FALSE,0,3,8,1320,0,1951,0,98004,47.5827,-122.195,2110,8114
1159,465000,4,2.5,3050,32450,1,FALSE,0,4,8,1550,1500,1983,0,98030,47.3626,-122.209,2350,15390
1160,287000,4,2.5,2240,4648,2,FALSE,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557
1161,619100,3,1.75,1870,7030,1,FALSE,0,3,7,1870,0,1977,0,98033,47.6999,-122.17,1820,7500
1162,370000,3,1.5,1360,1167,3,FALSE,0,3,8,1360,0,2008,0,98103,47.6962,-122.349,1360,1167
1163,290000,2,1.5,1020,1275,3,FALSE,0,3,8,1020,0,2008,0,98103,47.7003,-122.346,980,1415
1164,665000,4,2.5,2510,5936,2,FALSE,0,3,9,2510,0,1998,0,98075,47.5847,-122.032,2760,6060
1165,1320000,3,1.75,2040,42693,1,FALSE,2,3,10,2040,0,1980,0,98052,47.6479,-122.12,2640,11957
1166,710000,3,2,1780,9732,1,FALSE,0,3,8,1780,0,1967,0,98040,47.5796,-122.229,1900,10200
1167,450000,3,2.5,2280,4557,2,FALSE,0,3,8,2280,0,2010,0,98028,47.7733,-122.266,2070,4610
1168,279000,3,1,1110,6060,1,FALSE,0,3,6,1110,0,1949,0,98166,47.4705,-122.352,1480,8100
1169,205000,2,1,720,5040,1,FALSE,0,3,6,720,0,1955,0,98106,47.5267,-122.36,1357,5120
1170,425000,4,2.5,2390,5021,2,FALSE,0,3,7,2390,0,2002,0,98065,47.5353,-121.879,2520,5333
1171,470000,4,2,2180,17180,2,FALSE,0,4,7,2180,0,1977,0,98014,47.698,-121.92,1880,14043
1172,1250000,4,2.25,3300,15375,1.5,FALSE,3,3,8,2820,480,1933,1984,98040,47.526,-122.225,3250,15375
1173,605000,3,2,2660,4500,1,FALSE,0,4,7,1330,1330,1922,0,98199,47.6391,-122.403,1790,5000
1174,784000,3,3.5,3950,111078,1.5,FALSE,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500
1175,265000,4,2.5,1820,16103,2,FALSE,0,3,7,1820,0,2004,0,98030,47.3553,-122.196,2120,21277
1176,2.00E+06,5,4,4580,4443,3,TRUE,4,3,10,4580,0,2004,0,98075,47.5682,-122.059,2710,4443
1177,829000,4,3,3310,4500,2.5,FALSE,0,5,9,2910,400,1900,0,98103,47.6594,-122.345,1440,3750
1178,249950,3,3,1790,2003,2,FALSE,0,3,7,1480,310,2006,0,98108,47.5421,-122.321,1220,4000
1179,121800,2,1,940,8384,1,FALSE,0,3,5,940,0,1947,0,98146,47.5065,-122.364,1290,8384
1180,315000,3,1.75,1170,4000,1,FALSE,0,3,6,720,450,1943,2013,98106,47.5306,-122.354,1130,4000
1181,365000,4,2.5,1800,5070,1,FALSE,0,5,7,1080,720,1979,0,98118,47.5303,-122.28,1870,5365
1182,5.00E+05,4,2.5,1940,7607,2,FALSE,0,3,8,1940,0,1995,0,98052,47.685,-122.158,2250,7600
1183,266000,3,2.5,1805,3402,2,FALSE,0,3,7,1805,0,2009,0,98002,47.3521,-122.212,2095,3402
1184,420000,3,2.25,1800,9800,1,FALSE,0,4,7,1300,500,1959,0,98028,47.7393,-122.244,1680,9545
1185,639000,3,2.25,1400,2421,2,FALSE,0,3,9,1400,0,2005,0,98034,47.695,-122.169,1500,2743
1186,399000,3,1,860,9403,1,FALSE,0,4,6,860,0,1942,1990,98033,47.6815,-122.173,2136,13009
1187,291000,3,1.5,1860,60960,1,FALSE,0,4,7,1140,720,1967,0,98042,47.3796,-122.102,2170,82764
1188,427000,4,1.75,1460,9750,1,FALSE,0,4,7,1460,0,1967,0,98008,47.6205,-122.102,1820,9840
1189,1500000,3,3.25,3990,8505,2,FALSE,2,3,9,2870,1120,1922,1999,98144,47.5744,-122.283,3640,8505
1190,679950,3,2.5,2230,3939,2,FALSE,0,3,8,2230,0,2014,0,98133,47.73,-122.335,2230,4200
1192,1020000,4,3,2720,4800,1.5,FALSE,0,5,8,1790,930,1928,0,98105,47.6595,-122.283,2260,4800
1193,720000,3,2.5,2100,2200,2,FALSE,0,4,7,1500,600,1919,0,98122,47.614,-122.294,1750,4400
1194,227000,3,1,1130,10018,1,FALSE,0,4,6,1130,0,1954,0,98032,47.3733,-122.275,1770,7700
1195,482000,4,2.5,2710,35868,2,FALSE,0,3,9,2710,0,1989,0,98038,47.375,-122.022,2780,36224
1196,370000,4,2.5,2190,17600,1,FALSE,0,4,7,1110,1080,1966,0,98059,47.4712,-122.112,1820,17600
1197,1505000,4,3.5,3480,7232,2,FALSE,0,3,9,2580,900,1926,2010,98144,47.5859,-122.291,2380,5642
1198,450000,3,2.5,1639,2710,2,FALSE,0,3,8,1479,160,2003,0,98144,47.5924,-122.294,1580,1733
1199,530000,3,1.75,1430,10350,1,FALSE,0,3,7,1430,0,1959,0,98008,47.6353,-122.123,1890,10350
1200,484000,1,0,690,23244,1,FALSE,0,4,7,690,0,1948,0,98053,47.6429,-121.955,1690,19290
1201,1945000,4,4,4690,6900,2,FALSE,0,3,11,3480,1210,2001,0,98004,47.6165,-122.216,2800,11240
1202,416000,4,1.75,1980,7840,1,FALSE,0,4,7,990,990,1961,0,98008,47.6226,-122.115,1520,8400
1203,389950,3,2.25,1580,920,3,FALSE,0,3,8,1580,0,2015,0,98106,47.5578,-122.363,1250,1150
1204,1460000,4,3.5,4200,14353,2,FALSE,2,3,12,3640,560,1996,0,98040,47.5331,-122.217,3750,16316
1205,290000,2,1,1200,8750,1,FALSE,0,3,6,1200,0,1948,0,98155,47.7548,-122.327,1100,8408
1206,206000,3,1,1060,9600,1,FALSE,0,4,6,1060,0,1962,0,98023,47.2878,-122.358,1060,9604
1207,465000,3,1.75,1410,6886,1,FALSE,0,3,7,1410,0,1924,2013,98133,47.7183,-122.353,1410,6561
1208,294000,3,2,1650,11256,1,FALSE,0,4,7,1250,400,1957,0,98168,47.4707,-122.26,1860,11256
1209,360000,2,2,1770,7607,1,FALSE,0,4,8,1770,0,1987,0,98058,47.4287,-122.163,2090,7109
1210,390000,4,2.5,2490,8290,2,FALSE,0,3,9,2490,0,1999,0,98092,47.3305,-122.171,2690,7008
1211,475000,3,1.75,1150,10240,1,FALSE,0,3,6,1030,120,1918,0,98106,47.5222,-122.357,1270,2566
1212,598000,5,2.25,2890,12478,2,FALSE,0,3,9,2890,0,1977,0,98074,47.6295,-122.052,2570,11880
1213,484000,4,1.75,2440,16730,1,FALSE,0,3,7,1390,1050,1976,0,98072,47.7406,-122.11,1390,11600
1214,750000,4,1.75,2100,6613,2,FALSE,0,3,8,2100,0,1909,2004,98116,47.567,-122.385,1630,5750
1215,423000,3,1,1830,13900,1,FALSE,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667
1216,171500,3,1,1150,6480,1.5,FALSE,0,4,5,1150,0,1946,0,98001,47.2642,-122.258,1100,7300
1217,334000,4,2.5,2210,6080,1,FALSE,2,4,8,1410,800,1965,0,98178,47.4915,-122.228,2210,6175
1218,560000,3,2,2870,95396,1,FALSE,0,4,9,1350,1520,1980,0,98027,47.4834,-122.001,2870,102366
1219,260000,4,2.5,2360,9647,1,FALSE,2,3,8,1530,830,1964,0,98003,47.3367,-122.332,2580,9680
1220,451000,5,2.75,2830,8925,1.5,FALSE,0,3,7,2830,0,1967,0,98034,47.731,-122.179,1700,8539
1221,508450,4,1.75,1520,9600,1,FALSE,0,4,7,1000,520,1955,0,98006,47.5763,-122.154,1510,9000
1222,405000,3,2,1440,7425,1,FALSE,0,4,7,1440,0,1965,0,98034,47.7243,-122.185,1800,8344
1223,449999,4,2.5,1950,4947,2,FALSE,0,3,8,1950,0,2000,0,98056,47.5042,-122.193,1760,5611
1224,387000,4,1.75,2500,7690,1,FALSE,0,3,7,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646
1225,285000,3,2.5,1320,955,3,FALSE,0,3,7,1320,0,2009,0,98106,47.5202,-122.357,1300,1003
1226,275000,1,0.75,1170,14149,1,FALSE,0,5,7,880,290,1962,0,98022,47.2653,-121.91,1130,24513
1227,295000,2,1.75,2200,89298,1,FALSE,0,3,7,1100,1100,1973,0,98027,47.4633,-121.976,2590,89298
1228,601000,4,3.5,2160,3600,2,FALSE,0,3,8,1660,500,1998,0,98122,47.6103,-122.297,1230,3840
1229,503000,4,2.75,2100,7350,1,FALSE,0,5,7,1240,860,1978,0,98034,47.7194,-122.172,2490,7350
1230,810000,3,2,2870,6360,1.5,FALSE,1,4,8,1790,1080,1946,0,98115,47.6813,-122.275,2310,6466
1231,313000,3,1,1510,10369,1,FALSE,0,4,7,1010,500,1968,0,98059,47.4808,-122.099,1510,16057
1232,356500,4,1.75,1570,9670,1,FALSE,0,3,7,1170,400,1959,0,98028,47.7432,-122.248,2080,9100
1233,530000,4,2.75,2740,7872,2,FALSE,0,3,10,2740,0,2015,0,98056,47.4954,-122.172,1220,6300
1234,542000,4,1,1540,5000,1.5,FALSE,0,4,7,1090,450,1922,0,98115,47.6754,-122.294,1590,5000
1235,1459000,4,4,4620,130208,2,FALSE,0,3,10,4620,0,2014,0,98024,47.5885,-121.939,4620,131007
1236,462500,4,1,1540,4500,1.5,FALSE,0,2,7,1540,0,1905,0,98116,47.587,-122.384,1920,6000
1237,270000,3,2.5,1808,19200,1,FALSE,0,3,8,1808,0,2005,0,98001,47.2598,-122.281,1450,14400
1238,620000,4,2.5,2980,210395,2,FALSE,0,3,9,2980,0,2001,0,98045,47.4575,-121.707,2530,45596
1239,490000,4,2.5,2510,4349,2,FALSE,0,3,8,2510,0,2010,0,98059,47.4927,-122.147,2510,4314
1240,2200000,3,2,3570,30456,1,FALSE,1,3,8,2070,1500,1946,1982,98039,47.6413,-122.24,3570,27418
1241,166950,3,1,1190,8820,1,FALSE,0,3,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980
1242,374900,3,2.5,2480,4950,2,FALSE,0,3,7,2480,0,2004,0,98058,47.4389,-122.116,2230,5298
1243,530000,2,1,760,3000,1,FALSE,0,3,6,760,0,1922,0,98107,47.6633,-122.357,1630,3600
1244,655000,3,2,1410,4800,1.5,FALSE,0,4,8,1410,0,1927,0,98118,47.5597,-122.267,1820,7200
1245,410000,4,1,1140,7208,1,FALSE,0,3,7,900,240,1970,0,98072,47.742,-122.173,1300,7991
1246,292000,3,1.75,2270,7156,1,FALSE,0,3,7,1370,900,1948,0,98168,47.4864,-122.316,1210,7156
1247,280000,5,2,2110,7919,1,FALSE,0,3,7,1110,1000,1966,0,98118,47.5164,-122.267,1590,5250
1248,512000,2,2.25,1170,1313,3,FALSE,0,3,8,1170,0,2007,0,98107,47.6712,-122.378,1310,1304
1249,330000,3,2,1400,218252,1,FALSE,0,3,7,1400,0,1997,0,98019,47.7576,-121.934,2230,218222
1250,383000,4,2,1830,21183,1,FALSE,0,4,7,1060,770,1966,0,98059,47.4826,-122.128,1950,6120
1251,630000,4,2.5,1910,1502,3,FALSE,0,3,8,1910,0,2014,0,98107,47.6747,-122.393,1520,3888
1252,213000,2,1,750,6089,1,FALSE,2,3,6,750,0,1937,0,98055,47.475,-122.199,1430,6451
1253,508800,3,2,1720,10098,1,FALSE,0,4,8,1140,580,1981,0,98074,47.6231,-122.043,1840,10098
1254,213500,3,1.5,1150,11571,1,FALSE,0,3,7,1150,0,1961,0,98168,47.4931,-122.298,1630,11571
1255,812000,3,2,1970,3420,2,FALSE,3,5,8,1970,0,1913,0,98103,47.6762,-122.354,1770,3420
1256,303000,2,2,970,9750,1,FALSE,0,5,6,970,0,1940,0,98146,47.5073,-122.372,1850,9000
1257,1198000,4,3.5,3400,3850,2.5,FALSE,0,3,10,2790,610,2008,0,98112,47.6258,-122.302,2030,4000
1258,525000,4,2,1720,6099,1,FALSE,0,4,7,860,860,1949,0,98115,47.6765,-122.287,1100,5671
1259,372500,4,2.25,1920,9660,1,FALSE,0,4,8,1920,0,1968,0,98058,47.4544,-122.143,1890,7800
1260,390000,3,2.5,2240,10800,2,FALSE,0,3,8,2240,0,1996,0,98028,47.7433,-122.229,1900,9900
1261,450000,3,1.75,1640,13500,1,FALSE,0,3,7,1110,530,1940,0,98125,47.7164,-122.304,1770,12600
1262,3.00E+05,3,1,1320,7200,1,FALSE,0,4,7,1320,0,1959,0,98056,47.5048,-122.19,1720,7249
1263,730000,3,1.75,2040,11294,1,FALSE,0,4,7,1340,700,1952,0,98004,47.5923,-122.197,2120,9587
1264,297000,3,2.5,1940,14952,2,FALSE,0,3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450
